0,9,안녕!,오진우,
0,10,너가 김유진이구나? 나는 (그지같은이름)이라고 불러줘.,,
0,11,그리고 점장님 원래 저러시니까 흘려들어. 첫 날부터 왜 저러시는지...,,
0,12,자 오른쪽으로 오면 에스프레소 머신이 있는데 이걸 한 번 작동시켜볼래?,,"오른쪽으로 화면이동, 에스프레소 머신 클릭하면 다음 대사로 넘어감, 에스프레소 머신에 강조 효과"
0,13,여기 첫 번째 버튼을 누르면 샷이 한 번 나와. ,,버튼에 강조
0,14,"두 번째 버튼을 누르면 샷이 두 번 나오는데, 한 번에 두 잔이 나오는 방식이야.",이서준,
0,15,이쪽에 있는 버튼들은 추출 방식을 조정하는 버튼들이야. ,,버튼에 강조
0,16,아까 설명해준 샷 추출 버튼 누르기 전에 이 버튼들로 추출 방식을 먼저 정하고 추출하면 돼.,,
0,17,"가장 왼쪽의 버튼은 리스트레또 방식인데, 이 방식으로 추출하면 신맛이 강해지고 쓴맛이 옅어져.",,"버튼에 강조, 신/쓴 글자 색 다르게"
0,18,"가운데 버튼은 에스프레소 방식이고, 가장 보편적이고 많이 쓰이는 방식이야.",,버튼에 강조
0,19,"맨 오른쪽 버튼은 룽고 방식이야. 리스트레또와 반대로, 쓴맛이 강해지고 신맛이 옅어져.",,"버튼에 강조, 신/쓴 글자 색 다르게"
0,20,"만약 손님이 신맛, 쓴맛에 대해 아무 말이 없다면 그냥 에스프레소로 뽑으면 되고,",,신/쓴 글자 색 다르게
0,21,"신 커피나 쓰지 않은 커피를 원하면 리스트레또로, 쓴 커피나 시지 않은 커피를 원하면 룽고로 뽑아주면 돼.",,신/쓴 글자 색 다르게
0,22,한 번 해볼래?,박수빈,
0,23,신맛이 나는 에스프레소 한 잔 뽑아줘.,,신/쓴 글자 색 다르게
0,24,"그러니까, 리스트레또로 샷 한 번 추가해달라는 말이야.",,"다른 버튼 누르면 꼽줌, 여러 번 틀리면 점점 더 심한 말을 함"
0,25,"오, 잘하는데? 카페 알바 해본 적 있어?",,
0,26,혹시 나중에 헷갈리면 여기 매뉴얼을 참고해도 좋아!,,
0,27,"아, 그리고 혹시나 해서 하는 말인데, 커피를 만들 때 너무 많이 틀리지 않게 조심해야 할 거야.",윤지현,
0,28,"틀린 횟수, 낭비된 재료만큼 네 일급에서 까일 거니까.",,
0,29,"오늘은 커피 만드는 방법만 배우고, 계산하는 건 내일 알려 줄게.",,
0,30,알고는 있지? 우리는 감정을 받는 거.,,
0,31,"아무튼, 난 이제 설거지하러 가 볼게.",,
0,32,맛있는 커피 잘 부탁해!,,
2,1,,,
