0,9,안녕!,오진우,
0,10,너가 김유진이구나? 나는 독고 알렉산더 레이몬드라고 불러줘.,,
0,11,그리고 점장님 원래 저러시니까 흘려들어. 첫 날부터 왜 저러시는지...,,
0,12,자 오른쪽으로 오면 에스프레소 머신이 있는데 이걸 한 번 작동시켜볼래?,,"오른쪽으로 화면이동, 에스프레소 머신 클릭하면 다음 대사로 넘어감, 에스프레소 머신에 강조 효과"
0,13,여기 첫 번째 버튼을 누르면 샷이 한 번 나와. ,,버튼에 강조
0,14,"두 번째 버튼을 누르면 샷이 두 번 나오는데, 한 번에 두 잔이 나오는 방식이야.",이서준,
0,15,이쪽에 있는 버튼들은 추출 방식을 조정하는 버튼들이야. ,,버튼에 강조
0,16,아까 설명해준 샷 추출 버튼 누르기 전에 이 버튼들로 추출 방식을 먼저 정하고 추출하면 돼.,,
0,17,"가장 왼쪽의 버튼은 리스트레또 방식인데, 이 방식으로 추출하면 신맛이 강해지고 쓴맛이 옅어져.",,"버튼에 강조, 신/쓴 글자 색 다르게"
0,18,"가운데 버튼은 에스프레소 방식이고, 가장 보편적이고 많이 쓰이는 방식이야.",,버튼에 강조
0,19,"맨 오른쪽 버튼은 룽고 방식이야. 리스트레또와 반대로, 쓴맛이 강해지고 신맛이 옅어져.",,"버튼에 강조, 신/쓴 글자 색 다르게"
0,20,"만약 손님이 신맛, 쓴맛에 대해 아무 말이 없다면 그냥 에스프레소로 뽑으면 되고,",,신/쓴 글자 색 다르게
0,21,"신 커피나 쓰지 않은 커피를 원하면 리스트레또로, 쓴 커피나 시지 않은 커피를 원하면 룽고로 뽑아주면 돼.",,신/쓴 글자 색 다르게
0,22,한 번 해볼래?,박수빈,
0,23,신맛이 나는 에스프레소 한 잔 뽑아줘.,,신/쓴 글자 색 다르게
0,24,"그러니까, 리스트레또로 샷 한 번 추가해달라는 말이야.",,"다른 버튼 누르면 꼽줌, 여러 번 틀리면 점점 더 심한 말을 함"
0,25,"오, 잘하는데? 카페 알바 해본 적 있어?",,
0,26,혹시 나중에 헷갈리면 여기 매뉴얼을 참고해도 좋아!,,
0,27,"아, 그리고 혹시나 해서 하는 말인데, 커피를 만들 때 너무 많이 틀리지 않게 조심해야 할 거야.",윤지현,
0,28,"틀린 횟수, 낭비된 재료만큼 네 일급에서 까일 거니까.",,
0,29,"오늘은 커피 만드는 방법만 배우고, 계산하는 건 내일 알려 줄게.",,
0,30,알고는 있지? 우리는 감정을 받는 거.,,
0,31,"아무튼, 난 이제 설거지하러 가 볼게.",,
0,32,맛있는 커피 잘 부탁해!,,
1,0,안녕! 오늘은 일찍 왔네?,이서준,
1,1,어제 일 하는 거 봤는데 꽤 잘하더라? 소질이 있어보여.,,
1,2,그러면 오늘은 일 한두 가지 더 시켜도 되겠지?,,
1,3,일단 어제 얘기했던 대로 계산하는 것부터 알려줄게.,,
1,4,"다 알고왔겠지만, 우리 카페는 정부에서 지정한 ""감정 토큰 결제 가능"" 카페라 말이지,",,
1,5,모든 결제는 감정 토큰을 통해서 이뤄져.,,
1,6,이 기계를 손님들 손목에 가져다 대면 자동으로 감정 토큰이 나오는 형식이야.,,
1,7,우린 그걸 받아서 이 보관함에 넣으면 되는거지.,,
1,8,하루동안 모은 토큰은 매일 퇴근할 때 체크하니까 판매량하고 일치하지 않으면 큰일 나.,,
1,9,계산 관련 설명은 여기까지. 쉬우니까 하다보면 금방 익숙해질거야.,,
1,10,다음은 아메리카노 만드는 법을 가르쳐 줄게.,박수빈,
1,11,"아메리카노는 핫과 아이스 두 종류가 있는데, 간단해!",,
1,12,일단 핫을 만들어 보자!,,
1,13,"여기 정수기에서 물 300ml를 받고,",,
1,14,샷 2개를 넣으면 돼.,,
1,15,아이스는 물을 150ml만 넣어도 돼.,,
1,16,"그리고 똑같이 샷 2개를 넣고,",,
1,17,냉장고에서 얼음을 꺼내서 넣어줘.,,
1,18,"어때, 쉽지?",,
1,19,오늘 일도 힘내서 해보자!,,
4,6,응? 날 찾는 사람이 있다고?,,
4,7,대화하고 올 동안 혼자서 잘하고 있을 수 있지?,,대화하러 감
4,8,......,,주인공이 손님 세 명 정도 받은 이후에 돌아와서
4,9,오늘따라 고무장갑이 좀 답답하네.,,
4,10,오늘은 먼저 가봐야 할 것 같아.,,
7,0,아이쿠.,,
7,1,딴 생각을 너무 했나...,,
7,2,유진아! 나중에 설거지 좀 도와줄 수 있어?,,
7,3,아니...아픈 건 아닌데 뭔가 잘 안되네...,,
7,4,......,,
9,4,"유진아, 지금 퇴근해?",,하루 끝나고
9,5,가기 전에 잠깐 이리로 와봐.,,
9,6,"너한테만 알려주는 건데, 내일 조심해서 출근해.",,
9,7,"꼭 양옆 잘 살피고, 차 조심, 사람 조심.",,
9,8,알겠지?,,
9,9,무슨 일인지는 물어보지 말고.,,
9,10,"그럼 내일 보자, 안녕!",,
