0,0,"오, 이제야 오는구만.",이서준,
0,1,지금 시간이 도대체 몇 시인지 알고는 있는 건가?,,
0,2,"세상에, 요즘 젊은 것들은 시간 감각이 없어서 도저히 같이 일을 할 수가 없구만.",,
0,3,바닥 상태를 좀 봐! 먼지 굴러다니는 저 꼴을 좀 보라고!,,
0,4,일찍 와서 청소도 좀 하고 그랬어야지... 이 상태로 장사 개시를 하다니... (한숨),,
0,5,더 늦기 전에 가서 커피 내리는 법부터 배우러 가지 않고 뭐 하고 있는 거지?,,
0,6,자네는 손님이 와도 이렇게 멀뚱멀뚱 서 있을 건가?,윤지현,
0,7,우리는 시간이 생명이라고.,,
0,8,알았으면 이제 빨리 움직여!,,
10,0,다들 출근 했구만.,,
10,1,오다가 이상한 걸 봐서 말이야.,,
10,2,이 요상한 음악 끄고 뉴스 좀 틀어봐.,,
10,3,뉴스를 봐야 세상 돌아가는 일을 알 수가 있다고.,,
10,4,빨리 안 틀고 뭐하나?,,채널 바꾸는 소리 여러번 남
10,5,...뭐야? 이걸 보도하는 방송국이 없다고? 그럴리가.,,
10,6,이리 내봐. 내가 해봐야겠어.,,
10,16,별 일이 다 있구만.,,
10,17,앞으로 출퇴근 할 때 조심해야겠어.,,
10,18,손님이 줄겠구만...,,
10,19,다 들었으면 어서 일하러 가도록 해!,,
